AISHE code,College Name,State,District,web url,Year of established,Location Type(Rural/Urban),Institute Type,NAAC Grade,Accreditation,NIRF Rank,Address,Email,Phone,Description,Logo URL,Status,Verification Notes / Sources
C-69078,SREE SASTHA ARTS AND SCIENCE COLLEGE,Tamil Nadu,Thiruvallur,www.sreesasthaartsandsciencecollege,2019,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"SREE SASTHA ARTS AND SCIENCE COLLEGE, Thiruvallur District, Tamil Nadu",NULL,NULL,"SREE SASTHA ARTS AND SCIENCE COLLEGE is an undergraduate and postgraduate higher education institution located in Thiruvallur District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.sreesasthaartsandsciencecollege); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-66826,SREE SASTHA COLLEGE OF EDUCATION,Tamil Nadu,Thiruvallur,www.sreesasthaedu.com,2005,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"SREE SASTHA COLLEGE OF EDUCATION, Thiruvallur District, Tamil Nadu",NULL,NULL,"SREE SASTHA COLLEGE OF EDUCATION is a teacher education institution located in Thiruvallur District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.sreesasthaedu.com); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-47565,"SREE SASTHA COLLEGE OF NURSING, THIRUVALLUR",Tamil Nadu,Thiruvallur,www.sasthanursing.in,2009,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SREE SASTHA COLLEGE OF NURSING, THIRUVALLUR, Thiruvallur District, Tamil Nadu",NULL,NULL,"SREE SASTHA COLLEGE OF NURSING, THIRUVALLUR is a healthcare education institution situated in Thiruvallur District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.sasthanursing.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-16491,Sree Sastha Institute of Engineering and Technology,Tamil Nadu,Thiruvallur,www.sasthainstitutions.in,1999,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Sree Sastha Institute of Engineering and Technology, Thiruvallur District, Tamil Nadu",NULL,NULL,"Sree Sastha Institute of Engineering and Technology is a technical education institution located in Thiruvallur District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.sasthainstitutions.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-63473,SREE SASTHA PHARMACY COLLEGE,Tamil Nadu,Thiruvallur,www.sasthapharmacycollege.in,2019,Rural,Pharmacy College,NULL,"Approved by Pharmacy Council of India (PCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SREE SASTHA PHARMACY COLLEGE, Thiruvallur District, Tamil Nadu",NULL,NULL,"SREE SASTHA PHARMACY COLLEGE is a healthcare education institution situated in Thiruvallur District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.sasthapharmacycollege.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-28535,"Sree Sevugan Annamalai College, Devakottai",Tamil Nadu,Sivaganga,www.sreesevuganannamalaicollege.org.in,1970,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Alagappa University,NULL,"Sree Sevugan Annamalai College, Devakottai, Sivaganga District, Tamil Nadu",NULL,NULL,"Sree Sevugan Annamalai College, Devakottai is an undergraduate and postgraduate higher education institution located in Sivaganga District, Tamil Nadu, affiliated with Alagappa University.",NULL,active,Official College Portal (www.sreesevuganannamalaicollege.org.in); Alagappa University Affiliated Colleges Directory; UGC List of Approved Colleges
C-27095,Sree Sowdambika College of Engineering,Tamil Nadu,Virudhunagar,www.sowdambikaengg.edu.in,2000,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Sree Sowdambika College of Engineering, Virudhunagar District, Tamil Nadu",NULL,NULL,"Sree Sowdambika College of Engineering is a technical education institution located in Virudhunagar District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.sowdambikaengg.edu.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-63670,Sree Vee College,Tamil Nadu,Dindigul,www.sreeveecollege.com,2014,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"Sree Vee College, Dindigul District, Tamil Nadu",NULL,NULL,"Sree Vee College is an undergraduate and postgraduate higher education institution located in Dindigul District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.sreeveecollege.com); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14861,Sree Velavan College of Education,Tamil Nadu,Viluppuram,www.velavan-edu.in,2009,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Sree Velavan College of Education, Viluppuram District, Tamil Nadu",NULL,NULL,"Sree Velavan College of Education is a teacher education institution located in Viluppuram District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.velavan-edu.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-14727,Sree Vinayaka Vidyalaya College of Education,Tamil Nadu,Erode,www.svvcoe.org,2007,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Sree Vinayaka Vidyalaya College of Education, Erode District, Tamil Nadu",NULL,NULL,"Sree Vinayaka Vidyalaya College of Education is a teacher education institution located in Erode District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.svvcoe.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-51333,SRE RAMANA COLLEGE OF EDUCATION,Tamil Nadu,Krishnagiri,www.sreramana.com,2012,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"SRE RAMANA COLLEGE OF EDUCATION, Krishnagiri District, Tamil Nadu",NULL,NULL,"SRE RAMANA COLLEGE OF EDUCATION is a teacher education institution located in Krishnagiri District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.sreramana.com); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-45803,"SRESAKTHIMAYEIL INSTITUTE OF NURSING AND RESEARCH (Inst. Code - 262), NAMAKKAL",Tamil Nadu,Namakkal,www.jkkn.ac.in,2007,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SRESAKTHIMAYEIL INSTITUTE OF NURSING AND RESEARCH (Inst. Code - 262), NAMAKKAL, Namakkal District, Tamil Nadu",NULL,NULL,"SRESAKTHIMAYEIL INSTITUTE OF NURSING AND RESEARCH (Inst. Code - 262), NAMAKKAL is a healthcare education institution situated in Namakkal District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.jkkn.ac.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-37091,SRG Engineering College,Tamil Nadu,Namakkal,WWW.SRGEC.ORG,2009,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"SRG Engineering College, Namakkal District, Tamil Nadu",NULL,NULL,"SRG Engineering College is a technical education institution located in Namakkal District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (WWW.SRGEC.ORG); Anna University Affiliated Colleges Directory; AICTE Portal
C-69214,SRI AANDAL ARTS AND SCIENCE COLLEGE FOR WOMEN,Tamil Nadu,Tirupathur,NULL,2022,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Thiruvalluvar University,NULL,"SRI AANDAL ARTS AND SCIENCE COLLEGE FOR WOMEN, Tirupathur District, Tamil Nadu",NULL,NULL,"SRI AANDAL ARTS AND SCIENCE COLLEGE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Tirupathur District, Tamil Nadu, affiliated with Thiruvalluvar University.",NULL,active,Thiruvalluvar University Affiliated Colleges Directory; UGC Recognized Colleges Portal (ugc.gov.in)
C-14864,Sri Adhisankarar College of Education,Tamil Nadu,Tiruchirappalli,www.sriadhisankararcedu.org,2009,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Sri Adhisankarar College of Education, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"Sri Adhisankarar College of Education is a teacher education institution located in Tiruchirappalli District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.sriadhisankararcedu.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-17037,"Sri Adichunchanagiri women's college, Cumbum",Tamil Nadu,Theni,www.sacwc.in,1996,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"Sri Adichunchanagiri women's college, Cumbum, Theni District, Tamil Nadu",NULL,NULL,"Sri Adichunchanagiri women's college, Cumbum is an undergraduate and postgraduate higher education institution located in Theni District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.sacwc.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-43984,SRI AHOBILA MUTH SANSKRIT COLLEGE,Tamil Nadu,Chengalpattu,http://mkmsanskritcollege.org,1942,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"SRI AHOBILA MUTH SANSKRIT COLLEGE, Chengalpattu District, Tamil Nadu",NULL,NULL,"SRI AHOBILA MUTH SANSKRIT COLLEGE is an undergraduate and postgraduate higher education institution located in Chengalpattu District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (http://mkmsanskritcollege.org); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-36427,"Sri Akilandeshwari Women's College,ThindivanamHigh Way,Vandavasi-604408",Tamil Nadu,Tiruvannamalai,www.saetw.org,1995,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Thiruvalluvar University,NULL,"Sri Akilandeshwari Women's College,ThindivanamHigh Way,Vandavasi-604408, Tiruvannamalai District, Tamil Nadu",NULL,NULL,"Sri Akilandeshwari Women's College,ThindivanamHigh Way,Vandavasi-604408 is an undergraduate and postgraduate higher education institution located in Tiruvannamalai District, Tamil Nadu, affiliated with Thiruvalluvar University.",NULL,active,Official College Portal (www.saetw.org); Thiruvalluvar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-65471,SRI AMARAAVATHI COLLEGE OF ARTS AND SCIENCE,Tamil Nadu,Karur,www.amaraavathi.ac.in,2019,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathidasan University,NULL,"SRI AMARAAVATHI COLLEGE OF ARTS AND SCIENCE, Karur District, Tamil Nadu",NULL,NULL,"SRI AMARAAVATHI COLLEGE OF ARTS AND SCIENCE is an undergraduate and postgraduate higher education institution located in Karur District, Tamil Nadu, affiliated with Bharathidasan University.",NULL,active,Official College Portal (www.amaraavathi.ac.in); Bharathidasan University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14534,Sri Amirtha College of Education,Tamil Nadu,Namakkal,www.shreeamirtha.com,2005,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Sri Amirtha College of Education, Namakkal District, Tamil Nadu",NULL,NULL,"Sri Amirtha College of Education is a teacher education institution located in Namakkal District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.shreeamirtha.com); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-14412,Sri Amman College of Education,Tamil Nadu,Tiruchirappalli,www.sriammancollegeofeducation.in,2010,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Sri Amman College of Education, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"Sri Amman College of Education is a teacher education institution located in Tiruchirappalli District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.sriammancollegeofeducation.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-71728,SRI AMMAN COLLEGE OF NURSING,Tamil Nadu,Tiruchirappalli,https://sriammancollegeofnursing.com/,2023,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SRI AMMAN COLLEGE OF NURSING, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"SRI AMMAN COLLEGE OF NURSING is a healthcare education institution situated in Tiruchirappalli District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (https://sriammancollegeofnursing.com/); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-36369,"Sri Aravindar Arts &science College ,Pondy-Mailam Road,Sedarapet-605 111",Tamil Nadu,Viluppuram,www.aravindar.com,2000,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Thiruvalluvar University,NULL,"Sri Aravindar Arts &science College ,Pondy-Mailam Road,Sedarapet-605 111, Viluppuram District, Tamil Nadu",NULL,NULL,"Sri Aravindar Arts &science College ,Pondy-Mailam Road,Sedarapet-605 111 is an undergraduate and postgraduate higher education institution located in Viluppuram District, Tamil Nadu, affiliated with Thiruvalluvar University.",NULL,active,Official College Portal (www.aravindar.com); Thiruvalluvar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-45631,"SRI AUROBINDO COLLEGE OF NURSING (Inst. Code - 294), KARUR",Tamil Nadu,Karur,www.sriaurobindocollegeofnursing.com,2008,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SRI AUROBINDO COLLEGE OF NURSING (Inst. Code - 294), KARUR, Karur District, Tamil Nadu",NULL,NULL,"SRI AUROBINDO COLLEGE OF NURSING (Inst. Code - 294), KARUR is a healthcare education institution situated in Karur District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.sriaurobindocollegeofnursing.com); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-14710,Sri Aurobindo Mira College of Education,Tamil Nadu,Madurai,www.samce.in,2007,Urban,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Sri Aurobindo Mira College of Education, Madurai District, Tamil Nadu",NULL,NULL,"Sri Aurobindo Mira College of Education is a teacher education institution located in Madurai District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.samce.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
